DATE,WILLMIDCAP
2008-12-26,29880.71
2008-12-29,29518.15
2008-12-30,30461.11
2008-12-31,31249.79
2009-01-01,.
2009-01-02,32104.78
2009-01-05,32210.76
2009-01-06,32805.65
2009-01-07,31759.26
2009-01-08,32052.78
2009-01-09,31251.70
2009-01-12,30326.82
2009-01-13,30566.85
2009-01-14,29390.84
2009-01-15,29790.41
2009-01-16,30267.43
2009-01-19,.
2009-01-20,28427.90
2009-01-21,29666.83
2009-01-22,28979.78
2009-01-23,29250.07
2009-01-26,29409.49
2009-01-27,29749.29
2009-01-28,30888.97
2009-01-29,29770.84
2009-01-30,29025.38
2009-02-02,29063.55
2009-02-03,29347.24
2009-02-04,29294.31
2009-02-05,29730.50
2009-02-06,30740.45
2009-02-09,30713.66
2009-02-10,29311.38
2009-02-11,29477.35
2009-02-12,29708.87
2009-02-13,29457.49
2009-02-16,.
2009-02-17,28147.26
2009-02-18,27807.70
2009-02-19,27343.97
2009-02-20,27134.22
2009-02-23,26086.12
2009-02-24,27211.77
2009-02-25,26869.10
2009-02-26,26414.73
2009-02-27,26149.42
2009-03-02,24630.64
2009-03-03,24390.60
2009-03-04,25107.01
2009-03-05,23933.38
2009-03-06,23802.94
2009-03-09,23506.32
2009-03-10,25087.37
2009-03-11,25215.54
2009-03-12,26381.71
2009-03-13,26601.70
2009-03-16,26275.29
2009-03-17,27209.04
2009-03-18,28040.09
2009-03-19,27838.52
2009-03-20,27041.36
2009-03-23,29227.28
2009-03-24,28461.83
2009-03-25,28860.68
2009-03-26,29996.13
2009-03-27,29200.49
2009-03-30,27962.53
2009-03-31,28458.36
2009-04-01,28890.49
2009-04-02,30166.51
2009-04-03,30735.71
2009-04-06,30330.44
2009-04-07,29276.98
2009-04-08,29756.74
2009-04-09,31545.14
2009-04-10,.
2009-04-13,31624.17
2009-04-14,30764.33
2009-04-15,31241.74
2009-04-16,32144.34
2009-04-17,32572.42
2009-04-20,30595.47
2009-04-21,31627.99
2009-04-22,31690.76
2009-04-23,31810.67
2009-04-24,32750.14
2009-04-27,32142.58
2009-04-28,32096.78
2009-04-29,33166.77
2009-04-30,33246.54
2009-05-01,33283.07
2009-05-04,34857.81
2009-05-05,34740.19
2009-05-06,35170.09
2009-05-07,34172.94
2009-05-08,35431.44
2009-05-11,34472.77
2009-05-12,34006.55
2009-05-13,32400.86
2009-05-14,33026.54
2009-05-15,32620.54
2009-05-18,34021.46
2009-05-19,34050.48
2009-05-20,33847.09
2009-05-21,33197.81
2009-05-22,33011.53
2009-05-25,.
2009-05-26,34206.18
2009-05-27,33577.43
2009-05-28,33947.83
2009-05-29,34504.00
2009-06-01,35780.11
2009-06-02,35890.71
2009-06-03,35137.75
2009-06-04,35746.44
2009-06-05,35714.13
2009-06-08,35508.82
2009-06-09,35838.11
2009-06-10,35665.86
2009-06-11,35890.54
2009-06-12,35787.30
2009-06-15,34749.22
2009-06-16,34151.45
2009-06-17,34012.52
2009-06-18,34198.46
2009-06-19,34393.83
2009-06-22,33039.55
2009-06-23,32971.10
2009-06-24,33428.29
2009-06-25,34248.30
2009-06-26,34243.89
2009-06-29,34544.67
2009-06-30,34406.20
2009-07-01,34727.97
2009-07-02,33577.08
2009-07-03,.
2009-07-06,33378.96
2009-07-07,32615.62
2009-07-08,32392.57
2009-07-09,32620.23
2009-07-10,32603.01
2009-07-13,33428.44
2009-07-14,33732.76
2009-07-15,34838.18
2009-07-16,35318.24
2009-07-17,35203.45
2009-07-20,35847.61
2009-07-21,35777.82
2009-07-22,35922.30
2009-07-23,36923.37
2009-07-24,37199.45
2009-07-27,37423.77
2009-07-28,37344.07
2009-07-29,37013.77
2009-07-30,37626.17
2009-07-31,37704.18
2009-08-03,38526.71
2009-08-04,38864.77
2009-08-05,38872.14
2009-08-06,38572.87
2009-08-07,39614.57
2009-08-10,39360.36
2009-08-11,38776.68
2009-08-12,39285.39
2009-08-13,39705.18
2009-08-14,39170.42
2009-08-17,37956.26
2009-08-18,38491.76
2009-08-19,38699.66
2009-08-20,39183.78
2009-08-21,40017.28
2009-08-24,39855.56
2009-08-25,40046.79
2009-08-26,40033.43
2009-08-27,40206.99
2009-08-28,40340.50
2009-08-31,39782.83
2009-09-01,38749.26
2009-09-02,38521.10
2009-09-03,39058.04
2009-09-04,39575.45
2009-09-07,.
2009-09-08,40184.95
2009-09-09,40750.62
2009-09-10,41243.91
2009-09-11,41282.72
2009-09-14,41817.94
2009-09-15,42293.27
2009-09-16,43114.82
2009-09-17,42810.07
2009-09-18,42819.85
2009-09-21,42693.19
2009-09-22,43089.48
2009-09-23,42465.55
2009-09-24,41618.36
2009-09-25,41357.83
2009-09-28,42314.27
2009-09-29,42459.37
2009-09-30,42278.19
2009-10-01,40850.93
2009-10-02,40422.47
2009-10-05,41443.75
2009-10-06,41994.65
2009-10-07,42018.78
2009-10-08,42683.25
2009-10-09,42950.30
2009-10-12,43082.99
2009-10-13,42892.60
2009-10-14,43778.12
2009-10-15,43919.51
2009-10-16,43383.40
2009-10-19,43864.28
2009-10-20,43451.82
2009-10-21,42950.82
2009-10-22,43478.17
2009-10-23,42833.79
2009-10-26,42281.77
2009-10-27,41802.33
2009-10-28,40308.25
2009-10-29,41402.55
2009-10-30,40162.81
2009-11-02,40344.52
2009-11-03,40971.61
2009-11-04,40789.28
2009-11-05,41775.42
2009-11-06,41760.66
2009-11-09,42837.13
2009-11-10,42739.57
2009-11-11,43061.98
2009-11-12,42396.58
2009-11-13,42805.28
2009-11-16,43589.42
2009-11-17,43554.35
2009-11-18,43369.84
2009-11-19,42520.73
2009-11-20,42299.52
2009-11-23,42723.06
2009-11-24,42591.26
2009-11-25,42929.10
2009-11-26,.
2009-11-27,42027.86
2009-11-30,42184.61
2009-12-01,42840.61
2009-12-02,43160.38
2009-12-03,42763.02
2009-12-04,43360.40
2009-12-07,43283.38
2009-12-08,42977.13
2009-12-09,43034.68
2009-12-10,42851.39
2009-12-11,43561.31
2009-12-14,44236.72
2009-12-15,44159.23
2009-12-16,44427.62
2009-12-17,43945.61
2009-12-18,44212.98
2009-12-21,44805.00
2009-12-22,45198.66
2009-12-23,45546.72
2009-12-24,45819.17
2009-12-25,.
2009-12-28,45762.69
2009-12-29,45636.01
2009-12-30,45552.53
2009-12-31,45046.20
2010-01-01,.
2010-01-04,45849.84
2010-01-05,46095.67
2010-01-06,46343.20
2010-01-07,46609.55
2010-01-08,46876.12
2010-01-11,46860.25
2010-01-12,46181.10
2010-01-13,46749.43
2010-01-14,46837.53
2010-01-15,46198.54
2010-01-18,.
2010-01-19,46807.23
2010-01-20,46367.61
2010-01-21,45582.19
2010-01-22,44576.39
2010-01-25,44705.27
2010-01-26,44510.39
2010-01-27,44625.00
2010-01-28,44033.07
2010-01-29,43379.63
2010-02-01,44182.34
2010-02-02,44765.54
2010-02-03,44424.00
2010-02-04,42824.07
2010-02-05,42923.10
2010-02-08,42610.99
2010-02-09,43202.30
2010-02-10,43158.12
2010-02-11,43834.20
2010-02-12,44074.91
2010-02-15,.
2010-02-16,44887.90
2010-02-17,45179.93
2010-02-18,45480.71
2010-02-19,45682.82
2010-02-22,45694.22
2010-02-23,44964.87
2010-02-24,45352.25
2010-02-25,45400.43
2010-02-26,45489.48
2010-03-01,46276.11
2010-03-02,46616.42
2010-03-03,46696.52
2010-03-04,46795.16
2010-03-05,47564.90
2010-03-08,47665.50
2010-03-09,47738.31
2010-03-10,48143.84
2010-03-11,48324.88
2010-03-12,48439.49
2010-03-15,48305.79
2010-03-16,48861.86
2010-03-17,49257.15
2010-03-18,48973.35
2010-03-19,48457.93
2010-03-22,48977.06
2010-03-23,49445.05
2010-03-24,49066.55
2010-03-25,48708.73
2010-03-26,48720.97
2010-03-29,49135.96
2010-03-30,49151.06
2010-03-31,48928.40
2010-04-01,49445.77
2010-04-02,.
2010-04-05,50248.40
2010-04-06,50502.84
2010-04-07,50193.62
2010-04-08,50161.98
2010-04-09,50628.18
2010-04-12,50715.88
2010-04-13,50876.45
2010-04-14,51606.97
2010-04-15,51567.47
2010-04-16,50794.54
2010-04-19,50600.79
2010-04-20,51308.54
2010-04-21,51558.62
2010-04-22,52106.09
2010-04-23,52658.90
2010-04-26,52450.18
2010-04-27,51042.26
2010-04-28,51159.21
2010-04-29,52010.98
2010-04-30,50989.42
2010-05-03,51788.08
2010-05-04,50286.40
2010-05-05,49681.40
2010-05-06,47890.15
2010-05-07,46642.83
2010-05-10,49174.70
2010-05-11,49225.20
2010-05-12,50343.14
2010-05-13,49884.01
2010-05-14,48694.21
2010-05-17,48730.26
2010-05-18,47900.72
2010-05-19,47426.39
2010-05-20,45312.64
2010-05-21,46130.23
2010-05-24,45611.88
2010-05-25,45615.95
2010-05-26,45764.66
2010-05-27,47666.00
2010-05-28,47132.01
2010-05-31,.
2010-06-01,45785.76
2010-06-02,47040.84
2010-06-03,47420.31
2010-06-04,45374.69
2010-06-07,44431.03
2010-06-08,44691.95
2010-06-09,44782.97
2010-06-10,46326.35
2010-06-11,46841.77
2010-06-14,47013.37
2010-06-15,48202.90
2010-06-16,47984.10
2010-06-17,47840.89
2010-06-18,47830.13
2010-06-21,47490.93
2010-06-22,46444.98
2010-06-23,46390.69
2010-06-24,45522.74
2010-06-25,46051.11
2010-06-28,45894.04
2010-06-29,44150.87
2010-06-30,43725.61
2010-07-01,43439.22
2010-07-02,43070.40
2010-07-05,.
2010-07-06,42921.61
2010-07-07,44553.45
2010-07-08,45059.45
2010-07-09,45559.57
2010-07-12,45275.78
2010-07-13,46331.13
2010-07-14,46211.78
2010-07-15,46172.65
2010-07-16,44633.31
2010-07-19,44914.53
2010-07-20,45613.52
2010-07-21,44982.91
2010-07-22,46276.68
2010-07-23,47008.07
2010-07-26,47878.78
2010-07-27,47487.08
2010-07-28,46895.74
2010-07-29,46691.72
2010-07-30,46812.02
2010-08-02,47807.97
2010-08-03,47395.67
2010-08-04,47909.03
2010-08-05,47715.76
2010-08-06,47619.86
2010-08-09,48082.12
2010-08-10,47422.21
2010-08-11,45800.11
2010-08-12,45554.85
2010-08-13,45371.03
2010-08-16,45426.92
2010-08-17,46180.12
2010-08-18,46323.03
2010-08-19,45473.52
2010-08-20,45381.86
2010-08-23,44982.69
2010-08-24,44262.79
2010-08-25,44612.80
2010-08-26,44312.87
2010-08-27,45285.67
2010-08-30,44490.34
2010-08-31,44507.51
2010-09-01,46046.96
2010-09-02,46713.50
2010-09-03,47384.20
2010-09-06,.
2010-09-07,46652.29
2010-09-08,46958.70
2010-09-09,47067.56
2010-09-10,47218.98
2010-09-13,48080.22
2010-09-14,48024.91
2010-09-15,48187.59
2010-09-16,48036.74
2010-09-17,48190.83
2010-09-20,49034.09
2010-09-21,48726.40
2010-09-22,48279.17
2010-09-23,47847.81
2010-09-24,49141.56
2010-09-27,48996.52
2010-09-28,49391.13
2010-09-29,49430.49
2010-09-30,49484.67
2010-10-01,49666.79
2010-10-04,49167.83
2010-10-05,50209.71
2010-10-06,49937.81
2010-10-07,49920.36
2010-10-08,50461.52
2010-10-11,50538.66
2010-10-12,50743.79
2010-10-13,51220.93
2010-10-14,50918.05
2010-10-15,50932.20
2010-10-18,51233.97
2010-10-19,50319.00
2010-10-20,50949.82
2010-10-21,50837.23
2010-10-22,51202.34
2010-10-25,51455.81
2010-10-26,51302.77
2010-10-27,51211.60
2010-10-28,51123.12
2010-10-29,51334.45
2010-11-01,51336.94
2010-11-02,51897.58
2010-11-03,52004.06
2010-11-04,53045.13
2010-11-05,53371.73
2010-11-08,53364.24
2010-11-09,52746.65
2010-11-10,53172.61
2010-11-11,53118.06
2010-11-12,52312.67
2010-11-15,52339.42
2010-11-16,51390.70
2010-11-17,51648.87
2010-11-18,52368.99
2010-11-19,52579.26
2010-11-22,52840.81
2010-11-23,52231.92
2010-11-24,53250.79
2010-11-25,.
2010-11-26,52985.43
2010-11-29,52847.72
2010-11-30,52567.68
2010-12-01,53639.92
2010-12-02,54445.06
2010-12-03,54797.83
2010-12-06,54812.97
2010-12-07,54851.95
2010-12-08,54814.53
2010-12-09,55060.20
2010-12-10,55561.81
2010-12-13,55466.42
2010-12-14,55385.88
2010-12-15,55014.72
2010-12-16,55521.74
2010-12-17,55750.69
2010-12-20,55839.25
2010-12-21,56346.31
2010-12-22,56514.44
2010-12-23,56345.82
2010-12-24,.
2010-12-27,56391.18
2010-12-28,56341.55
2010-12-29,56543.70
2010-12-30,56592.87
2010-12-31,56357.83
2011-01-03,57177.72
2011-01-04,56669.95
2011-01-05,57056.78
2011-01-06,56957.22
2011-01-07,56857.62
2011-01-10,57109.41
2011-01-11,57359.21
2011-01-12,57827.72
2011-01-13,57763.94
2011-01-14,58095.63
2011-01-17,.
2011-01-18,58446.07
2011-01-19,57484.32
2011-01-20,56995.51
2011-01-21,56918.79
2011-01-24,57384.85
2011-01-25,57378.08
2011-01-26,58029.37
2011-01-27,58404.18
2011-01-28,57311.64
2011-01-31,57804.90
2011-02-01,58717.87
2011-02-02,58612.91
2011-02-03,58871.11
2011-02-04,59143.16
2011-02-07,59642.66
2011-02-08,59855.74
2011-02-09,59651.72
2011-02-10,59947.02
2011-02-11,60525.16
2011-02-14,60821.92
2011-02-15,60500.82
2011-02-16,61045.50
2011-02-17,61345.74
2011-02-18,61333.06
2011-02-21,.
2011-02-22,59772.29
2011-02-23,58976.58
2011-02-24,59017.85
2011-02-25,60211.88
2011-02-28,60421.37
2011-03-01,59378.65
2011-03-02,59692.98
2011-03-03,60903.22
2011-03-04,60573.14
2011-03-07,59830.07
2011-03-08,60476.85
2011-03-09,60263.58
2011-03-10,59079.94
2011-03-11,59560.04
2011-03-14,59177.73
2011-03-15,58709.77
2011-03-16,58016.72
2011-03-17,58398.53
2011-03-18,58706.29
2011-03-21,59876.17
2011-03-22,59540.10
2011-03-23,59634.11
2011-03-24,60199.78
2011-03-25,60624.71
2011-03-28,60346.77
2011-03-29,60856.33
2011-03-30,61547.53
2011-03-31,61792.33
2011-04-01,62171.52
2011-04-04,62288.82
2011-04-05,62613.41
2011-04-06,62577.17
2011-04-07,62266.40
2011-04-08,61839.63
2011-04-11,61357.14
2011-04-12,60722.36
2011-04-13,60974.29
2011-04-14,61017.09
2011-04-15,61545.68
2011-04-18,60561.76
2011-04-19,60947.22
2011-04-20,61973.40
2011-04-21,62534.44
2011-04-22,.
2011-04-25,62548.35
2011-04-26,63039.53
2011-04-27,63491.71
2011-04-28,63634.53
2011-04-29,63809.57
2011-05-02,63442.03
2011-05-03,62747.08
2011-05-04,62125.38
2011-05-05,61964.52
2011-05-06,62166.55
2011-05-09,62789.81
2011-05-10,63505.73
2011-05-11,62708.80
2011-05-12,63006.25
2011-05-13,62357.63
2011-05-16,61775.14
2011-05-17,61447.17
2011-05-18,62464.37
2011-05-19,62583.56
2011-05-20,62125.88
2011-05-23,61127.00
2011-05-24,61026.30
2011-05-25,61519.58
2011-05-26,62131.29
2011-05-27,62576.93
2011-05-30,.
2011-05-31,63172.32
2011-06-01,61569.63
2011-06-02,61501.41
2011-06-03,60685.33
2011-06-06,59656.27
2011-06-07,59874.50
2011-06-08,59256.39
2011-06-09,59617.56
2011-06-10,58641.73
2011-06-13,58451.07
2011-06-14,59529.31
2011-06-15,58549.84
2011-06-16,58448.72
2011-06-17,58626.08
2011-06-20,59069.82
2011-06-21,60292.66
2011-06-22,60011.59
2011-06-23,59965.69
2011-06-24,59421.05
2011-06-27,59729.72
2011-06-28,60678.62
2011-06-29,61261.76
2011-06-30,61763.68
2011-07-01,62813.26
2011-07-04,.
2011-07-05,62836.21
2011-07-06,63133.55
2011-07-07,63836.18
2011-07-08,63372.02
2011-07-11,61847.08
2011-07-12,61590.03
2011-07-13,61810.46
2011-07-14,61031.52
2011-07-15,61469.51
2011-07-18,60677.19
2011-07-19,61856.90
2011-07-20,61824.09
2011-07-21,62431.12
2011-07-22,62656.41
2011-07-25,62170.67
2011-07-26,61832.03
2011-07-27,60098.63
2011-07-28,59754.70
2011-07-29,59574.72
2011-08-01,59210.75
2011-08-02,57324.55
2011-08-03,57584.84
2011-08-04,53987.68
2011-08-05,52989.50
2011-08-08,48370.79
2011-08-09,51477.05
2011-08-10,49698.22
2011-08-11,52390.51
2011-08-12,52696.62
2011-08-15,54208.94
2011-08-16,53388.35
2011-08-17,53110.90
2011-08-18,50055.52
2011-08-19,49117.02
2011-08-22,49110.84
2011-08-23,51097.92
2011-08-24,51797.57
2011-08-25,50696.30
2011-08-26,52034.66
2011-08-29,54146.21
2011-08-30,54445.50
2011-08-31,54668.56
2011-09-01,53772.49
2011-09-02,52161.37
2011-09-05,.
2011-09-06,51737.86
2011-09-07,53774.90
2011-09-08,53006.96
2011-09-09,51503.14
2011-09-12,51722.15
2011-09-13,52535.04
2011-09-14,53386.24
2011-09-15,54158.17
2011-09-16,54162.40
2011-09-19,53441.20
2011-09-20,52711.52
2011-09-21,50778.53
2011-09-22,48797.33
2011-09-23,49298.37
2011-09-26,50348.71
2011-09-27,51242.53
2011-09-28,49532.19
2011-09-29,50074.61
2011-09-30,48660.84
2011-10-03,46464.26
2011-10-04,48209.53
2011-10-05,49329.36
2011-10-06,50620.59
2011-10-07,49784.10
2011-10-10,51665.97
2011-10-11,51687.83
2011-10-12,52460.52
2011-10-13,52396.31
2011-10-14,53400.96
2011-10-17,52017.79
2011-10-18,53323.11
2011-10-19,52452.24
2011-10-20,52714.58
2011-10-21,53935.38
2011-10-24,55509.29
2011-10-25,54235.14
2011-10-26,54957.18
2011-10-27,57264.97
2011-10-28,57264.01
2011-10-31,55796.87
2011-11-01,53967.01
2011-11-02,55174.66
2011-11-03,56441.02
2011-11-04,56469.82
2011-11-07,56441.30
2011-11-08,57034.08
2011-11-09,54621.36
2011-11-10,55024.27
2011-11-11,56226.85
2011-11-14,55684.12
2011-11-15,56102.83
2011-11-16,55304.09
2011-11-17,54239.15
2011-11-18,54144.32
2011-11-21,53032.04
2011-11-22,52703.45
2011-11-23,51295.58
2011-11-24,.
2011-11-25,51133.12
2011-11-28,52922.46
2011-11-29,52990.78
2011-11-30,55556.60
2011-12-01,55310.78
2011-12-02,55423.65
2011-12-05,56177.35
2011-12-06,55976.42
2011-12-07,55872.17
2011-12-08,54381.07
2011-12-09,55640.87
2011-12-12,54621.16
2011-12-13,53673.17
2011-12-14,52804.32
2011-12-15,53198.08
2011-12-16,53731.81
2011-12-19,52769.70
2011-12-20,54660.62
2011-12-21,54851.23
2011-12-22,55441.88
2011-12-23,55804.39
2011-12-26,.
2011-12-27,55901.55
2011-12-28,54933.08
2011-12-29,55678.52
2011-12-30,55501.28
2012-01-02,.
2012-01-03,56104.00
2012-01-04,55962.18
2012-01-05,56366.45
2012-01-06,56357.04
2012-01-09,56618.49
2012-01-10,57335.24
2012-01-11,57528.24
2012-01-12,57697.73
2012-01-13,57281.86
2012-01-16,.
2012-01-17,57404.59
2012-01-18,58295.03
2012-01-19,58760.80
2012-01-20,58673.43
2012-01-23,58669.80
2012-01-24,58873.66
2012-01-25,59541.51
2012-01-26,59147.15
2012-01-27,59436.00
2012-01-30,59090.25
2012-01-31,58990.20
2012-02-01,60082.80
2012-02-02,60084.00
2012-02-03,61205.53
2012-02-06,61165.63
2012-02-07,61260.16
2012-02-08,61369.55
2012-02-09,61535.38
2012-02-10,60872.99
2012-02-13,61449.13
2012-02-14,61268.02
2012-02-15,61051.64
2012-02-16,61922.81
2012-02-17,61870.86
2012-02-20,.
2012-02-21,61686.33
2012-02-22,61361.14
2012-02-23,61924.16
2012-02-24,61985.16
2012-02-27,61997.80
2012-02-28,61875.58
2012-02-29,61483.16
2012-03-01,61940.21
2012-03-02,61396.88
2012-03-05,61083.90
2012-03-06,59831.92
2012-03-07,60449.55
2012-03-08,61217.89
2012-03-09,61847.83
2012-03-12,61577.45
2012-03-13,62829.14
2012-03-14,62432.61
2012-03-15,62941.95
2012-03-16,62899.90
2012-03-19,63059.26
2012-03-20,62556.28
2012-03-21,62491.17
2012-03-22,61760.42
2012-03-23,62117.61
2012-03-26,63026.42
2012-03-27,62791.45
2012-03-28,62421.62
2012-03-29,62312.34
2012-03-30,62354.37
2012-04-02,62767.69
2012-04-03,62762.94
2012-04-04,61924.79
2012-04-05,61675.74
2012-04-06,.
2012-04-09,60787.46
2012-04-10,59354.77
2012-04-11,60047.17
2012-04-12,61196.79
2012-04-13,60422.59
2012-04-16,60438.78
2012-04-17,61387.70
2012-04-18,61075.42
2012-04-19,60867.24
2012-04-20,61048.94
2012-04-23,60379.76
2012-04-24,60500.10
2012-04-25,61591.36
2012-04-26,62034.71
2012-04-27,62268.97
2012-04-30,61904.97
2012-05-01,62233.23
2012-05-02,62233.69
2012-05-03,61428.62
2012-05-04,60503.54
2012-05-07,60452.54
2012-05-08,60138.70
2012-05-09,59925.10
2012-05-10,59955.51
2012-05-11,60008.41
2012-05-14,59245.63
2012-05-15,58861.05
2012-05-16,58355.05
2012-05-17,56831.55
2012-05-18,56174.68
2012-05-21,57463.22
2012-05-22,57605.73
2012-05-23,57966.02
2012-05-24,58084.84
2012-05-25,58047.59
2012-05-28,.
2012-05-29,58868.16
2012-05-30,57589.14
2012-05-31,57385.03
2012-06-01,55597.33
2012-06-04,55238.54
2012-06-05,56006.15
2012-06-06,57358.93
2012-06-07,57082.91
2012-06-08,57574.94
2012-06-11,56346.72
2012-06-12,57004.64
2012-06-13,56247.24
2012-06-14,56714.43
2012-06-15,57331.35
2012-06-18,57686.58
2012-06-19,58452.05
2012-06-20,58372.54
2012-06-21,56795.38
2012-06-22,57126.62
2012-06-25,56069.75
2012-06-26,56403.86
2012-06-27,57001.04
2012-06-28,57211.64
2012-06-29,58794.29
2012-07-02,59107.98
2012-07-03,59825.20
2012-07-04,.
2012-07-05,59755.07
2012-07-06,58957.39
2012-07-09,58746.51
2012-07-10,58030.80
2012-07-11,57849.32
2012-07-12,57688.85
2012-07-13,58588.33
2012-07-16,58278.89
2012-07-17,58632.85
2012-07-18,59078.25
2012-07-19,59206.81
2012-07-20,58614.71
2012-07-23,57922.99
2012-07-24,57121.22
2012-07-25,57123.24
2012-07-26,58019.21
2012-07-27,59282.11
2012-07-30,59103.29
2012-07-31,58747.78
2012-08-01,58277.28
2012-08-02,57867.08
2012-08-03,58995.29
2012-08-06,59348.70
2012-08-07,59975.46
2012-08-08,60023.47
2012-08-09,60300.61
2012-08-10,60320.70
2012-08-13,60219.99
2012-08-14,60060.66
2012-08-15,60418.90
2012-08-16,61032.27
2012-08-17,61316.37
2012-08-20,61109.87
2012-08-21,61163.81
2012-08-22,61096.44
2012-08-23,60625.06
2012-08-24,60866.21
2012-08-27,60748.13
2012-08-28,60884.96
2012-08-29,60993.65
2012-08-30,60552.71
2012-08-31,60884.03
2012-09-03,.
2012-09-04,61394.91
2012-09-05,61353.26
2012-09-06,62533.65
2012-09-07,62958.41
2012-09-10,62699.08
2012-09-11,62911.86
2012-09-12,63170.85
2012-09-13,63849.19
2012-09-14,64636.76
2012-09-17,63962.46
2012-09-18,63611.61
2012-09-19,63738.12
2012-09-20,63345.19
2012-09-21,63329.20
2012-09-24,63048.13
2012-09-25,62027.83
2012-09-26,61603.03
2012-09-27,62286.48
2012-09-28,62082.10
2012-10-01,61940.65
2012-10-02,62114.56
2012-10-03,62232.54
2012-10-04,62759.08
2012-10-05,62817.67
2012-10-08,62605.24
2012-10-09,62014.68
2012-10-10,61672.44
2012-10-11,61951.73
2012-10-12,61542.48
2012-10-15,62009.94
2012-10-16,62692.76
2012-10-17,63122.77
2012-10-18,63125.89
2012-10-19,62275.12
2012-10-22,62150.73
2012-10-23,61588.48
2012-10-24,61330.41
2012-10-25,61426.54
2012-10-26,61221.53
2012-10-29,.
2012-10-30,.
2012-10-31,61679.60
2012-11-01,62838.10
2012-11-02,61979.67
2012-11-05,62355.82
2012-11-06,62908.37
2012-11-07,61671.70
2012-11-08,60893.13
2012-11-09,60916.27
2012-11-12,60839.40
2012-11-13,60636.58
2012-11-14,59603.41
2012-11-15,59457.36
2012-11-16,60021.48
2012-11-19,61131.10
2012-11-20,61284.37
2012-11-21,61549.61
2012-11-22,.
2012-11-23,62256.46
2012-11-26,62145.58
2012-11-27,62009.43
2012-11-28,62459.41
2012-11-29,62874.41
2012-11-30,62995.58
2012-12-03,62817.64
2012-12-04,62838.20
2012-12-05,62945.03
2012-12-06,63133.71
2012-12-07,63284.82
2012-12-10,63509.65
2012-12-11,63812.05
2012-12-12,63744.16
2012-12-13,63346.56
2012-12-14,63171.70
2012-12-17,63866.10
2012-12-18,64726.52
2012-12-19,64638.13
2012-12-20,64981.96
2012-12-21,64438.96
2012-12-24,64334.51
2012-12-25,.
2012-12-26,63877.81
2012-12-27,63869.99
2012-12-28,63396.60
2012-12-31,64518.13
2013-01-01,.
2013-01-02,66087.76
2013-01-03,66193.95
2013-01-04,66697.48
2013-01-07,66556.91
2013-01-08,66337.25
2013-01-09,66675.80
2013-01-10,66854.95
2013-01-11,66851.94
2013-01-14,66907.20
2013-01-15,67302.63
2013-01-16,67115.02
2013-01-17,67700.42
2013-01-18,67899.47
2013-01-21,.
2013-01-22,68377.88
2013-01-23,68383.08
2013-01-24,68652.83
2013-01-25,69323.30
2013-01-28,69134.67
2013-01-29,69251.46
2013-01-30,68934.61
2013-01-31,69237.41
2013-02-01,69821.95
2013-02-04,69196.19
2013-02-05,69800.42
2013-02-06,70145.88
2013-02-07,70007.36
2013-02-08,70458.67
2013-02-11,70307.10
2013-02-12,70587.55
2013-02-13,70838.50
2013-02-14,70943.47
2013-02-15,70891.12
2013-02-18,.
2013-02-19,71390.49
2013-02-20,70138.22
2013-02-21,69441.39
2013-02-22,70091.59
2013-02-25,68718.20
2013-02-26,69154.76
2013-02-27,70083.95
2013-02-28,70140.11
2013-03-01,70020.54
2013-03-04,70247.21
2013-03-05,71101.65
2013-03-06,71261.89
2013-03-07,71544.06
2013-03-08,72135.07
2013-03-11,72284.36
2013-03-12,72181.00
2013-03-13,72518.03
2013-03-14,73024.98
2013-03-15,72867.58
2013-03-18,72561.53
2013-03-19,72264.52
2013-03-20,72937.83
2013-03-21,72274.20
2013-03-22,72432.94
2013-03-25,72281.03
2013-03-26,72727.91
2013-03-27,72807.78
2013-03-28,73236.15
2013-03-29,.
2013-04-01,72602.02
2013-04-02,72312.44
2013-04-03,71150.92
2013-04-04,71565.95
2013-04-05,71536.51
2013-04-08,72235.35
2013-04-09,72323.56
2013-04-10,73177.13
2013-04-11,73502.12
2013-04-12,73199.83
2013-04-15,70823.88
2013-04-16,72027.93
2013-04-17,70890.14
2013-04-18,70453.20
2013-04-19,71171.93
2013-04-22,71499.45
2013-04-23,72274.79
2013-04-24,72619.75
2013-04-25,73019.80
2013-04-26,72807.87
2013-04-29,73349.77
2013-04-30,73818.15
2013-05-01,72633.76
2013-05-02,73414.06
2013-05-03,74301.55
2013-05-06,74705.24
2013-05-07,75338.06
2013-05-08,75738.49
2013-05-09,75529.47
2013-05-10,76082.71
2013-05-13,76043.67
2013-05-14,76928.56
2013-05-15,77215.70
2013-05-16,76770.32
2013-05-17,77554.59
2013-05-20,77652.96
2013-05-21,77758.12
2013-05-22,76468.50
2013-05-23,76454.27
2013-05-24,76122.98
2013-05-27,.
2013-05-28,76712.28
2013-05-29,76018.67
2013-05-30,76541.05
2013-05-31,75795.41
2013-06-03,75574.01
2013-06-04,75022.12
2013-06-05,73934.51
2013-06-06,74816.77
2013-06-07,75609.50
2013-06-10,75578.63
2013-06-11,74692.33
2013-06-12,74008.19
2013-06-13,75451.69
2013-06-14,75187.79
2013-06-17,75606.58
2013-06-18,76233.23
2013-06-19,75129.21
2013-06-20,73152.09
2013-06-21,73016.35
2013-06-24,72162.85
2013-06-25,73079.26
2013-06-26,73768.48
2013-06-27,74855.31
2013-06-28,74679.91
